"Floral Park, NY",40.7237133,-73.7048532
"Flushing, NY",40.7674987,-73.833079
"Fords, NJ",40.5360104,-74.3152408
"Forest Hills, NY",40.718106,-73.8448469
"Fort Lee, NJ",40.8509333,-73.9701381
"Franklin Lakes, NJ",41.0167639,-74.2057011
"Franklin Square, NY",40.7073244,-73.6759635
"Fresh Meadows, NY",40.7335179,-73.7801447
"Garden City, NY",40.7267682,-73.6342954
"Garfield, NJ",40.8814882,-74.113198
"Glen Cove, NY",40.8623217,-73.6337389
"Glen Oaks, NY",40.7471504,-73.7118223
"Glen Ridge, NJ",40.805378,-74.2037566
"Glen Rock, NJ",40.9628758,-74.1329207
"Glencove, CA",38.0685314,-122.2069126
"Glenwood Landing, NY",40.8306556,-73.6387393
"Great Neck, NY",40.8006567,-73.7284647
"Green Brae, CA",37.9476326,-122.5252604
"Hackensack, NJ",40.8859325,-74.0434736
"Haledon, NJ",40.935654,-74.186256
"Half Moon Bay, CA",37.4635519,-122.4285862
"Harlem, NY",40.8115504,-73.9464769
"Harrison, NJ",40.7464901,-74.1562551
"Harrison, NY",40.9700171,-73.7176337
"Hartsdale, NY",41.0189863,-73.7981884
"Hasbrouck Heights, NJ",40.8581553,-74.0806971
"Hastings-on-Hudson, NY",40.994542,-73.8787461
"Hawthorne, NJ",40.9492649,-74.1537549
"Hawthorne, NY",41.1073183,-73.7959666
"Hayward, CA",37.6688205,-122.0807964
"Hazlet, NJ",40.4289526,-74.1650991
"Hempstead, NY",40.7062128,-73.6187397
"Hercules, CA",38.0171441,-122.2885808
"Hewlett, NY",40.6431591,-73.6956864
"Hillsdale, NJ",41.0025975,-74.0404175
"Hillside, NJ",40.6955044,-74.2287333
"Hoboken, NJ",40.7439905,-74.0323626
"Hollis, NY",40.7112203,-73.762495
"Howard Beach, NY",40.6571222,-73.8429989
"Irvington, NJ",40.7263249,-74.2286435
"Irvington, NY",41.0391,-73.867
"Iselin, NJ",40.5753817,-74.3223703
"Island Park, NY",40.6042705,-73.6554078
"Jackson Heights, NY",40.7556818,-73.8830701
"Jamaica, NY",40.702677,-73.7889689
"Jersey City, NJ",40.7281575,-74.0776417
"Keansburg, NJ",40.4417743,-74.1298643
"Kearny, NJ",40.7684342,-74.1454214
"Kew Gardens, NY",40.705695,-73.8272029
"Keyport, NJ",40.4331631,-74.1995883
"Lafayette, CA",37.8857582,-122.1180201
"Lagunitas, CA",38.0113119,-122.7022085
"Larchmont, NY",40.9278769,-73.7517983
"Larkspur, CA",37.9340915,-122.5352539
"Lawrence, NY",40.6156599,-73.7295763
"Leonardo, NJ",40.4205193,-74.0608558
"Leonia, NJ",40.8614887,-73.9881942
"Lincoln Park, NJ",40.9242652,-74.3020933
"Linden, NJ",40.6220478,-74.2445902
"Little Falls, NJ",40.8690101,-74.2082286
"Little Neck, NY",40.7612957,-73.7330753
"Livingston, NJ",40.7862871,-74.3300842
"Lodi, NJ",40.8823215,-74.0831971
"Long Beach, NY",40.5884373,-73.657908
"Long Island City, NY",40.744679,-73.9485424
"Lynbrook, NY",40.6548253,-73.6717969
"Lyndhurst, NJ",40.8120171,-74.1243063
"Mahwah, NJ",41.0886216,-74.1435843
"Malverne, NY",40.6789916,-73.6740191
"Mamaroneck, NY",40.9487097,-73.7326309
"Manhasset, NY",40.7978787,-73.6995749
"Maplewood, NJ",40.7299793,-74.271992
"Martinez, CA",38.0193657,-122.1341321
"Maspeth, NY",40.7294018,-73.9065883
"Matawan, NJ",40.41483,-74.2295891
"Maywood, NJ",40.902599,-74.0618074
"Menlo Park, CA",37.4529598,-122.1817252
"Middle Village, NY",40.717372,-73.87425
"Middletown, NJ",40.3968012,-74.0915982
"Midland Park, NJ",40.9892643,-74.1406988
"Mill Valley, CA",37.9060368,-122.5449763
"Millbrae, CA",37.5985468,-122.3871942
"Millburn, NJ",40.7340454,-74.3206696
"Mineola, NY",40.7492678,-73.6406845
"Montara, CA",37.5421617,-122.5160892
"Montclair, NJ",40.8259007,-74.2090053
"Montvale, NJ",41.0467635,-74.0229173
"Moonachie, NJ",40.8412111,-74.0451405
"Moraga, CA",37.8349263,-122.1296871
"Moss Beach, CA",37.5274401,-122.5133117
"Mount Vernon, NY",40.9125992,-73.8370786
"Mountain View, CA",37.3860517,-122.0838511
"Nanuet, NY",41.0887073,-74.013473
"New Hyde Park, NY",40.7351018,-73.6879082
"New Milford, NJ",40.9350986,-74.0190281
"New Rochelle, NY",40.9114882,-73.7823549
"New York, NY",40.7127837,-74.0059413
"Newark, NJ",40.735657,-74.1723667
"North Arlington, NJ",40.788434,-74.1331988
"North Bergen, NJ",40.8042674,-74.012084
"Northvale, NJ",41.0064864,-73.9490258
"Novato, CA",38.1074198,-122.5697032
"Nutley, NJ",40.8223168,-74.1598725
"Nyack, NY",41.0906519,-73.9179146
"Oakland Gardens, NY",40.7408584,-73.758241
"Oakland, CA",37.8043637,-122.2711137
"Oceanside, NY",40.6387141,-73.6401296
"Old Bridge, NJ",40.4128551,-74.307282
"Orange, NJ",40.7706187,-74.2326478
"Orangeburg, NY",41.0464858,-73.9495818
"Orinda, CA",37.8771476,-122.1796888
"Ozone Park, NY",40.6794072,-73.8507279
"Pacifica, CA",37.6138253,-122.4869194
"Palisades Park, NJ",40.8481556,-73.997639
"Palo Alto, CA",37.4418834,-122.1430195
"Paramus, NJ",40.9445428,-74.0754189
"Park Ridge, NJ",41.0375968,-74.0406956
"Parlin, NJ",40.4623454,-74.3272286
"Passaic, NJ",40.8567662,-74.1284764
"Paterson, NJ",40.9167654,-74.171811
"Pearl River, NY",41.0589855,-74.0218063
"Pelham, NY",40.8996475,-73.8036752
"Perth Amboy, NJ",40.5067723,-74.2654234
"Piedmont, CA",37.8243715,-122.231635
"Piermont, NY",41.0420414,-73.918192
"Pinole, CA",38.0043667,-122.2988587
"Pleasant Hill, CA",37.9479786,-122.0607963
"Pompton Lakes, NJ",41.0053753,-74.2907041
"Pompton Plains, NJ",40.9681661,-74.2958532
"Port Chester, NY",41.0017643,-73.6656834
"Port Costa, CA",38.0463097,-122.1833005
"Port Monmouth, NJ",40.4314588,-74.1002478
"Port Reading, NJ",40.5653823,-74.2604236
"Port Washington, NY",40.8256561,-73.6981858
"Princeton, NJ",40.3572976,-74.6672226
"Purchase, NY",41.0409305,-73.7145746
"Queens Village, NY",40.7282239,-73.7948516
"Queens, NY",40.7282239,-73.7948516
"Rahway, NJ",40.6081591,-74.2776468
"Ramsey, NJ",41.0573188,-74.1409771
"Redwood City, CA",37.4852152,-122.2363548
"Rego Park, NY",40.7255722,-73.8624893
"Richmond Hill, NY",40.6958108,-73.8272029
"Richmond, CA",37.9357576,-122.3477486
"Ridgefield Park, NJ",40.8570442,-74.0215285
"Ridgefield, NJ",40.8342669,-74.0087505
"Ridgewood, NJ",40.9792645,-74.1165313
"Ridgewood, NY",40.7108476,-73.8977693
"Ringwood, NJ",41.1134289,-74.2454254
"River Edge, NJ",40.9287098,-74.0398622
"Rochelle Park, NJ",40.9073328,-74.0751273
"Rockaway Park, NY",40.5797863,-73.8372237
"Rockville Centre, NY",40.6587138,-73.6412406
"Rodeo, CA",38.032977,-122.2669138
"Rosedale, NY",40.6584068,-73.7389596
"Roseland, NJ",40.8206555,-74.2937594
"Roselle Park, NJ",40.6645469,-74.2643133
"Roselle, NJ",40.6527292,-74.2592769
"Roslyn Heights, NY",40.7887117,-73.6473511
"Roslyn, NY",40.7998227,-73.6509622
"Ross, CA",37.9624239,-122.5549775
"Rutherford, NJ",40.826489,-74.1068091
"Rye, NY",40.9806535,-73.6837399
"Saddle Brook, NJ",40.9040085,-74.1007318
"Saddle River, NJ",41.0317637,-74.1020866
"Saint Albans, NY",40.6894086,-73.7654367
"San Anselmo, CA",37.9746458,-122.5616448
"San Bruno, CA",37.6304904,-122.4110835
"San Carlos, CA",37.5071591,-122.2605222
"San Francisco, CA",37.7749295,-122.4194155
"San Leandro, CA",37.7249296,-122.1560768
"San Lorenzo, CA",37.6810422,-122.1244088
"San Mateo, CA",37.5629917,-122.3255254
"San Pablo, CA",37.9621457,-122.3455263
"San Rafael, CA",37.9735346,-122.5310874
"Sausalito, CA",37.8590937,-122.4852507
"Sayreville, NJ",40.4594021,-74.360846
"Scarsdale, NY",41.0050977,-73.7845768
"Sea Cliff, NY",40.8489887,-73.6448505
"Secaucus, NJ",40.7895453,-74.0565298
"Short Hills, NJ",40.7483499,-74.3232194
"South Amboy, NJ",40.4778838,-74.290702
"South Orange, NJ",40.7489277,-74.2609903
"South Ozone Park, NY",40.6764003,-73.8124984
"South Richmond Hill, NY",40.6890483,-73.8240358
"South San Francisco, CA",37.654656,-122.4077498
"Springfield Gardens, NY",40.6626441,-73.7683784
"Springfield, NJ",40.7016937,-74.3222146
"Stanford, CA",37.424106,-122.1660756
"Staten Island, NY",40.5795317,-74.1502007
"Sunnyside, NY",40.7432759,-73.9196324
"Tallman, NY",41.1112069,-74.099865
"Tarrytown, NY",41.0762077,-73.8587461
"Teaneck, NJ",40.8932469,-74.0116536
"Tenafly, NJ",40.9253766,-73.9629154
"Totowa, NJ",40.9050988,-74.2098679
"Township Of Washington, NJ",40.9912886,-74.0597897
"Union City, NJ",40.6975898,-74.2631635
"Union, NJ",40.6975898,-74.2631635
"Vallejo, CA",38.1040864,-122.2566367
"Valley Stream, NY",40.6642699,-73.7084645
"Vauxhall, NJ",40.7189709,-74.285017
"Verona, NJ",40.8298006,-74.2401609
"Waldwick, NJ",41.0106528,-74.1179203
"Wallington, NJ",40.8531553,-74.1137537
"Walnut Creek, CA",37.9100783,-122.0651819
"Wanaque, NJ",41.0381525,-74.2940378
"Washington Heights, NY",40.8417082,-73.9393554
"Wayne, NJ",40.9253725,-74.2765441
"Weehawken, NJ",40.7663711,-74.0253715
"West Harrison, NY",41.0396611,-73.7480601
"West Hempstead, NY",40.7048242,-73.6501295
"West New York, NJ",40.7878788,-74.0143064
"West Nyack, NY",41.096485,-73.9729162
"West Oakland, CA",37.8139097,-122.2909078
"West Orange, NJ",40.7985699,-74.2390828
"Westfield, NJ",40.6589912,-74.3473717
"Westwood, NJ",40.9912087,-74.0326395
"White Plains, NY",41.0339862,-73.7629097
"Whitestone, NY",40.7920449,-73.8095574
"Wood-Ridge, NJ",40.8456555,-74.0879195
"Woodacre, CA",38.0127006,-122.645261
"Woodbridge, NJ",40.5575986,-74.2846022
"Woodcliff Lake, NJ",41.0234304,-74.0665297
"Woodhaven, NY",40.6901366,-73.8566087
"Woodmere, NY",40.6320482,-73.7126314
"Woodside, CA",37.4299388,-122.2538557
"Woodside, NY",40.7512123,-73.9036487
"Wyckoff, NJ",41.0095316,-74.1729106
"Yonkers, NY",40.9312099,-73.8987469
